586FD995,1
7D516570,1
EC7CE7C0,1
FFE2B2EB,1
9358038E,1
A8A7EEEF,1
85459E85,1
999EE969,1
A8B44E24,1
7F505F2F,1
71080311,1
B19CE2C2,1
53861D78,1
BAB9EE03,1
BA5B0A40,1
58957E75,1
C2CC132C,1
07B1E4B7,1
D08E1688,1
D53670C7,1
85C4654D,1
D5F034D2,1
88AF5F3E,1
B8D75578,1
BECEBEC6,1
355848B0,1
12A0FF3F,1
F9F92339,1
18984559,1
4DC009B6,1
4A776A69,1
3889BBE9,1
CD191223,1
CE256BBD,1
F92EA5B5,1
5662F559,1
0DB6C1DE,1
FEAF2873,1
3370D1F4,1
2E52AA55,1
C30AFDFF,1
C6B1C2F6,1
DBFB8BAB,1
7D9F72A5,1
647923B6,1
DF38F4D3,1
B11F9C1F,1
EF223FE6,1
E649D97E,1
CAAD55CA,1
08302D28,1
84320D83,1
D3F79FEF,1
6F956B54,1
C8859477,1
525B35BB,1
1534A575,1
69D1FF30,1
73FA4FE2,1
50117115,1
5756AA5A,1
35C257FD,1
D38AED11,1
49A44357,1
E5B7485C,1
D0B8BB35,1
008200BF,1
242AFF32,1
C96DDDD7,1
35E65484,1
4988D918,1
2AC345B2,1
F989D137,1
1A2093B3,1
7C48DEC1,1
BE979A74,1
3E742EF3,1
D89AA271,1
D422BEBE,1
7E21882A,1
C0A70E90,1
37006463,1
F509E4DD,1
302B5BEE,1
FAC6A2A6,1
73EDCA95,1
5F5CFF8E,1
80668074,1
699CF296,1
DE36A3D8,1
31872955,1
4AFB9CA6,1
4299D022,1
B86B2517,1
6277B739,1
57335646,1
B5731434,1
6BFD0DAD,1
46A2DE6D,1
75C10B4B,1
884215A0,1
E38FA4FD,1
A7E8D5E6,1
14BFE9F7,1
F3A48A3C,1
C8290886,1
1AFE333C,1
F62A2D1C,1
73444155,1
663F6969,1
62B0DC6B,1
D1D83D49,1
17223BC9,1
F66D3EF6,1
CF33FEAE,1
84B8BA09,1
2B5561B5,1
D54C3009,1
5E657B35,1
03236A56,1
E70D64C5,1
680AAADA,1
1978FD57,1
DF687F65,1
476E7674,1
1DDCB8D9,1
58E7E48B,1
4F8F695F,1
81787C0C,1
4B0A0F05,1
E60691DF,1
1A8A72EC,1
B5CC59B9,1
1D09D700,1
EA776784,1
E6690BE0,1
16A01665,1
0A47FB8D,1
8F3F02C5,1
BC7541B7,1
DB2099D0,1
9F0859D9,1
377E565A,1
4D6E10A3,1
68DEF845,1
89738388,1
000F5515,1
DCDA1878,1
A3A0F757,1
5F2DFF49,1
902BC232,1
B9FA85B1,1
55A1F589,1
A3122175,1
88880080,1
A2A796E2,1
DDDD4DC3,1
B7F76211,1
8A858D5E,1
8CFC9786,1
8A4DA18D,1
62370C64,1
F4315ED7,1
E46CFE9C,1
1BA2A0C1,1
CB0C8D75,1
06530066,1
FB2C4C60,1
007D47FB,1
BABB9750,1
AE49F2FB,1
9FFB2DEF,1
04ED1EDE,1
D322EC0D,1
D6996E99,1
DDFD75FD,1
2206FF5D,1
FAEE3472,1
20432B22,1
8D8C73E6,1
18C117CC,1
133045FE,1
5514CF04,1
527E2E2F,1
F11573D7,1
B8D2D975,1
B44AE946,1
30231E85,1
8C8A3C91,1
9CC19ECE,1
6A6A0906,1
2AB257EF,1
55D9E553,1
063EFEA5,1
460ABDDB,1
70B78630,1
52290280,1
BCF9C4FF,1
57109E2B,1
8BB497D0,1
5CA7B5B9,1
7EC39E43,1
E3BCECB1,1
11A51AA2,1
F8A25B75,1
75AC85C7,1
FA759A7B,1
2E29E540,1
A817D616,1
E6EA5A72,1
6DC78276,1
A7821166,1
FE6B0B6E,1
7539EB44,1
80862065,1
CB6969BE,1
AB24E2F0,1
E1F1C604,1
C92EDDC5,1
064A6AA2,1
21732112,1
92CE0EEB,1
54D74C43,1
CB222205,1
3235A9F5,1
F757BD1F,1
162B4FC3,1
D9900CDA,1
1855CDD1,1
BE878218,1
A8344AFF,1
F0625020,1
1AEBC0AF,1
11CA6ADE,1
2E8124CD,1
B4EA65D4,1
26DB0366,1
69CC74D0,1
B8DDB44B,1
A9FF50DA,1
262E8DE9,1
6F0DFEBA,1
EF2F9769,1
77D37326,1
9535445B,1
6E03EEBE,1
36D769F7,1
B77C2261,1
E70DE336,1
C9C0EFBB,1
37281722,1
19769823,1
9FA8C2DD,1
1211CBC7,1
EC8CCF02,1
620B53E2,1
7C57BAA3,1
408F43F4,1
8434A9A0,1
67E68C67,1
B524E1A5,1
4076390A,1
0C4112C1,1
6C54A582,1
EA6AAA7E,1
3CE0A03C,1
695C8FCA,1
A14DD593,1
0B99DDBE,1
81571CE7,1
012B600D,1
0F444A4E,1
55E14AEA,1
D92944BD,1
6E97F9FF,1
4C71D37E,1
B179735B,1
448BBCAB,1
65284902,1
B9C9CC59,1
87BAAB22,1
0E60CE1A,1
09896577,1
B4E98427,1
7EBBB710,1
C0C6CDD6,1
DA86E058,1
22CC6258,1
ADDF98FC,1
E3E432E5,1
E276E68A,1
18D3D49C,1
BA1FE5CC,1
7471F79F,1
CB08D1FC,1
42C1A288,1
852D2750,1
6A6CCE3A,1
990EFAC8,1
FAB899FC,1
F42A8727,1
6796DD2A,1
8C1FC855,1
BB07B5D6,1
BFDEE81F,1
7E91EC1B,1
A9BF0F8B,1
40B38D96,1
C597E9C9,1
70B7E598,1
6323517B,1
8622E0A4,1
AE25E6AE,1
C3013758,1
0BD7D566,1
D889E906,1
CC2B4D90,1
612EA06F,1
42DD1195,1
E0A2070B,1
ADDBC8F6,1
8086B5B7,1
B29967D1,1
2E5D4012,1
71B18812,1
07C27A6C,1
1DF11AAA,1
01DE8838,1
20C444FA,1
F6F136C6,1
56ED4471,1
C23B0626,1
EC1C60DB,1
0A45DC41,1
A1048DB1,1
B7BD3B3D,1
C7EBDAC8,1
2722999E,1
440F4E1B,1
7A07313A,1
25077643,1
43619343,1
C26DCC4D,1
E4A635E2,1
A6827DC1,1
648E2B32,1
DA850649,1
6A8F3DD7,1
E9E07D94,1
1C06046F,1
A0FAF7F3,1
9F6D1AA4,1
3A2955A3,1
92232015,1
C5849C98,1
0EA1B1BD,1
46098940,1
72DC11E5,1
44C7ABB7,1
650DD4D9,1
6684E83D,1
1651F010,1
0C86870C,1
D8841219,1
3D594CAD,1
F6202316,1
A6F9ACA6,1
E27F22E8,1
12B5AD4B,1
776F3EAD,1
100D90CB,1
EAB2D327,1
77CB5446,1
E339A352,1
A055582E,1
4C322A42,1
0B1C1211,1
99D3ABC3,1
F277AFF1,1
8EEEDECE,1
33373131,1
9CC6DDB1,1
510391E5,1
46696C3C,1
50E8AB8B,1
26E06B17,1
57B76500,1
CD184A86,1
8A72E1E4,1
7FD822D4,1
BA792F62,1
F2E88423,1
1B37B970,1
C27C6C02,1
13C5BC69,1
99221C9E,1
AB0225D0,1
795928C6,1
FF636434,1
658167B6,1
4C9CC837,1
AA3FF3BA,1
13FCF55B,1
C9FFF0B0,1
784B8859,1
90CF7E60,1
D4E9DEFE,1
E1F5810E,1
09984909,1
7B1F7331,1
DFDD2581,1
77D736EB,1
1BB0AF1B,1
FB68E1B5,1
57AA2E42,1
D6E767FE,1
4024CA46,1
BAFDC9FF,1
5157A623,1
50C091FD,1
4BCB2A22,1
AD926686,1
72307DF6,1
7493D97A,1
CDE816C2,1
A53B4B00,1
28626077,1
E8EE2F9B,1
04E5FAE4,1
86064BCB,1
A8F005C6,1
C402F7D2,1
6DD4C82F,1
F454DDA9,1
0DCBA1C3,1
9136493B,1
CF7F23F6,1
11875977,1
3C0D8258,1
01FE0DAF,1
D3AB8191,1
5A89ACE1,1
75F87F8F,1
0321B0A6,1
D5DD25CC,1
ADE288CA,1
FB8621F1,1
5959A522,1
6E0EF773,1
2422FEB6,1
BE82A228,1
DF58556F,1
D88D3309,1
86F3D923,1
B0C63DCD,1
59068EB5,1
441B4A3A,1
8BAB5065,1
42A94448,1
7EBE3D34,1
24CBC2BA,1
F9881D28,1
A5FC4F90,1
2648E016,1
EEE3B194,1
C68850E0,1
D9C585FE,1
0C37D95C,1
6C5AACFC,1
09B35123,1
2BD1D57F,1
BFA110B9,1
6607F6BB,1
B6DEB1CC,1
D85A5F0A,1
D1317D1C,1
86BEEE13,1
4A16A6C6,1
B9A4C4D7,1
D9B4B153,1
6EC1CCC2,1
C91AC1B9,1
3E3AE3EE,1
DD990DCA,1
67603933,1
0B3218FD,1
93B83884,1
ADC8D212,1
77283F2D,1
867DB7C5,1
B1BDECA9,1
B99F29CF,1
041CB11E,1
08EBC444,1
46E64EEB,1
FFD004F7,1
700F2508,1
C4545ADF,1
A2A26494,1
659E95B8,1
99330973,1
4C84C9C1,1
996F2FFA,1
3664DB14,1
DDAD8D5E,1
848930E7,1
ADCFA59B,1
7E8DA174,1
E8E21E92,1
6B2DC8AF,1
EFFCF2DF,1
B99BBBEA,1
D3553441,1
78195A79,1
EA24A174,1
E7178507,1
202DDE35,1
11679676,1
BB493C71,1
CBF1E01B,1
9C122C28,1
85CBCD90,1
C2F66A30,1
B9FB7A95,1
90935E6D,1
7644AA68,1
E8EC5E55,1
49FBFE99,1
BC2E03B5,1
EBB7A2B9,1
C9F8D262,1
F990C16E,1
AC4F8D0A,1
A9A67CBD,1
C63B0E70,1
50E36F35,1
6BFFAF25,1
89993F5D,1
619ECD45,1
0D1CFE9F,1
0DA25DE2,1
9195956B,1
24919B20,1
FFAA776C,1
07CDBDD6,1
A6CA2234,1
46200E6E,1
49141233,1
C720DBDE,1
9C7CC567,1
C222C7D2,1
A5562A67,1
74DBBFAE,1
B21C0811,1
70D577DC,1
55093439,1
C5644DC0,1
767F2676,1
39FDA32B,1
4EF6F659,1
70A7EA96,1
87F78F58,1
C12A782E,1
FB2BF226,1
D61CB46C,1
A7B5DBBE,1
0F022B95,1
61B886AE,1
4E0F5FC0,1
32717B1B,1
1247E7EB,1
0922285C,1
4C9B5667,1
290EEF10,1
CBCBCBE1,1
ECF4CE06,1
17FDAB37,1
1681ED67,1
CCC53542,1
0DBCDC37,1
ADDEF267,1
7DB1924C,1
D472C51B,1
FFAB34FF,1
93C03874,1
36525B0A,1
EAEAA5E8,1
83D363BD,1
45469F36,1
849DD406,1
81DA0B63,1
C2CC50FB,1
2A5FDFC3,1
FD1BFC74,1
3B329BF2,1
D6AE40E4,1
9D619C3D,1
4660474E,1
D1E28871,1
CEE044C0,1
6EB730D7,1
43149190,1
E9B386E4,1
B1D31F02,1
E557B17F,1
82DA4CAF,1
388E34C4,1
B6192907,1
2F4BC087,1
2DA7FBA0,1
E53E7797,1
DA0A099D,1
84FC443C,1
FDB7ECC4,1
20220097,1
DDC7E3EB,1
DDC0D89E,1
4DD35355,1
68111860,1
80BDF803,1
6EE84E79,1
3565F52E,1
C4769964,1
DA6ACCB2,1
2E4A152D,1
613AF0F0,1
9F928184,1
8937EDB5,1
3CD7BDE2,1
EEB686E3,1
C848BC94,1
7C5DD735,1
9C64844B,1
BF5BC4CA,1
6A404349,1
90336E3E,1
7CBA71B3,1
F0315B06,1
2991BEF9,1
486FD02F,1
E0A4C108,1
E47B7A99,1
1BA11371,1
9CDEEAED,1
E72C1885,1
37F14342,1
206C9709,1
9323201B,1
95CB2399,1
1FD6A122,1
2F690CC9,1
86458740,1
A24C24DC,1
50B9B97B,1
DD479239,1
69DF957E,1
17F8A31C,1
1FE7A44E,1
1B21EBE6,1
0309EF63,1
03D80887,1
4E1ED047,1
56CAD0DA,1
D5626DA7,1
9D4ED99B,1
C38630F0,1
5A1320EE,1
C0C4AFCF,1
F30C23BA,1
645A5C7E,1
A22EEF25,1
3F59CFF1,1
88CECBE2,1
3C777638,1
0DAB5D5A,1
EAE4AD3A,1
0E5D7207,1
